0.0000,0.0000,0.0000
7.4517,1.0466,0.0000
4.5133,0.8208,0.0000
7.1874,8.4608,1.0000
0.0000,6.8263,0.0000
0.3790,4.0390,0.0000
9.7729,6.9286,1.0000
6.5881,0.1785,1.0000
2.5981,3.0238,0.0000
3.9293,2.9235,1.0000
1.4882,8.6491,0.0000
8.1938,6.5165,1.0000
10.5565,9.2504,1.0000
7.9730,4.3628,1.0000
1.2621,7.5206,0.0000
9.6426,7.6584,1.0000
8.2448,1.0790,1.0000
0.0000,5.0203,0.0000
6.5299,2.1127,0.0000
4.8273,8.1278,1.0000
4.5622,4.9853,1.0000
5.1064,9.5241,1.0000
0.0000,5.1621,0.0000
6.4506,2.7970,0.0000
2.6419,1.0413,0.0000
4.7033,6.7341,1.0000
6.2026,0.0000,0.0000
4.3635,3.3225,1.0000
6.6827,2.3816,1.0000
0.9452,10.0885,1.0000
4.2555,0.1183,0.0000
3.7928,9.7359,1.0000
0.8492,0.0000,0.0000
8.9599,3.4548,1.0000
7.2674,1.7901,1.0000
5.1515,5.0032,1.0000
8.0631,7.8963,1.0000
4.9495,5.3300,1.0000
5.5476,5.1672,1.0000
6.0622,9.9983,1.0000
8.6220,7.6635,1.0000
5.2053,4.8651,1.0000
4.0576,3.5876,1.0000
5.4111,2.5248,0.0000
1.7499,5.4490,0.0000
3.1756,8.9189,1.0000
3.1277,1.7079,0.0000
1.5874,8.1545,0.0000
2.0172,6.1366,0.0000
2.5316,0.5039,0.0000
3.7425,6.8947,1.0000
4.0798,1.5347,0.0000
6.9794,5.7019,1.0000
8.2345,6.2280,1.0000
6.9212,4.7704,1.0000
4.3447,10.9653,1.0000
6.9733,9.2963,1.0000
0.8095,2.2134,0.0000
4.1065,3.3337,0.0000
7.6119,3.7341,0.0000
6.7144,4.8418,1.0000
1.3160,6.2920,0.0000
6.2097,3.0643,0.0000
4.2153,2.7797,0.0000
0.6428,10.4867,1.0000
10.0220,2.7396,1.0000
3.4254,9.0059,1.0000
7.9217,4.3929,1.0000
4.5044,3.3651,0.0000
5.0065,2.8738,0.0000
3.1624,9.0957,1.0000
8.0635,2.8255,1.0000
0.3178,1.6248,0.0000
6.9395,8.7598,1.0000
2.9223,1.7636,0.0000
0.0000,0.0000,0.0000
0.0423,4.6826,0.0000
3.5083,11.8602,1.0000
3.9446,1.3564,0.0000
9.7819,2.8881,1.0000
7.8687,0.0000,0.0000
8.4242,0.0000,0.0000
9.5797,5.6995,1.0000
3.9756,3.1425,0.0000
1.6179,5.0665,0.0000
6.1182,7.0126,1.0000
1.5211,4.3426,0.0000
7.9895,5.3564,1.0000
6.7782,0.5067,1.0000
1.6660,3.7808,0.0000
0.9369,4.3457,0.0000
3.1264,2.3429,0.0000
3.9504,3.6334,0.0000
7.5765,2.6819,1.0000
9.5981,7.2319,1.0000
8.9025,6.6402,1.0000
5.1164,5.5904,0.0000
3.7981,2.7548,0.0000
4.3476,0.8105,0.0000
8.6086,1.4884,1.0000
8.4215,6.6433,1.0000
8.6602,12.0000,1.0000
3.5130,8.1110,1.0000
7.2181,5.1063,1.0000
2.9822,9.4875,1.0000
3.6177,1.3722,0.0000
3.1070,6.0906,0.0000
4.3465,8.4519,1.0000
9.1251,10.8643,1.0000
4.8870,1.3071,0.0000
2.4476,3.8048,0.0000
0.0000,8.8044,0.0000
9.4266,5.1917,1.0000
0.0000,7.7651,0.0000
3.4400,7.6821,1.0000
1.5999,5.6814,0.0000
8.8519,1.7043,1.0000
0.7266,2.5388,0.0000
9.1861,8.4466,1.0000
0.0000,0.5096,0.0000
2.6269,9.2920,1.0000
2.6310,0.9022,0.0000
5.5139,7.3400,1.0000
5.9426,0.0000,0.0000
2.4963,2.1684,0.0000
8.5779,5.2655,1.0000
3.8013,6.2215,1.0000
7.2753,10.1123,1.0000
7.0483,5.2413,1.0000
0.0000,5.2284,0.0000
0.0000,3.3481,0.0000
4.4182,10.4293,1.0000
3.9725,5.4097,1.0000
1.8116,4.6769,0.0000
6.1055,8.0958,1.0000
1.6263,1.0010,0.0000
1.0939,1.4906,0.0000
6.8963,6.0600,1.0000
3.0328,0.0000,0.0000
4.0980,8.8967,1.0000
3.0883,4.2600,0.0000
3.3275,3.0876,0.0000
4.5788,5.8409,1.0000
3.2972,9.0612,1.0000
0.0000,3.2173,0.0000
8.0955,7.8001,1.0000
3.6864,8.8175,1.0000
2.3994,4.4374,0.0000
9.3707,3.8916,1.0000
8.7686,0.0000,1.0000
9.4620,2.0339,1.0000
7.4180,2.4153,0.0000
4.9749,4.0854,0.0000
10.0848,8.5675,1.0000
5.9870,6.2998,1.0000
5.9893,1.5657,0.0000
5.9865,1.6648,0.0000
0.2418,6.8535,0.0000
3.1569,0.8039,0.0000
6.0085,2.2741,0.0000
3.8925,7.3042,1.0000
5.8413,4.8009,1.0000
5.1507,5.0760,1.0000
0.5546,4.2175,0.0000
6.4196,7.6365,1.0000
4.4152,9.5327,1.0000
5.4667,2.3456,0.0000
8.3487,9.5263,1.0000
2.2336,3.0326,0.0000
1.6583,8.7266,1.0000
5.5054,1.1609,0.0000
1.1997,5.4542,0.0000
6.6798,6.6246,1.0000
6.2998,7.5189,1.0000
5.6516,3.4203,0.0000
2.6714,7.1166,0.0000
4.6779,0.6543,0.0000
3.7029,1.0775,0.0000
5.8023,0.0769,0.0000
4.4668,2.6267,0.0000
8.6084,3.6002,1.0000
3.8677,6.4100,0.0000
8.8986,1.3100,1.0000
8.0653,5.7769,1.0000
7.5414,2.6090,0.0000
6.4999,2.9268,0.0000
9.4486,8.8558,1.0000
6.0639,3.8970,1.0000
4.6393,4.7404,0.0000
2.9203,5.9622,1.0000
7.3058,10.6328,1.0000
0.2594,2.9971,0.0000
9.3960,6.3701,1.0000
2.4666,2.5185,0.0000
5.3864,0.2911,0.0000
6.1089,3.0317,1.0000
2.5576,4.0258,0.0000
7.1821,4.3516,1.0000
7.3599,5.9580,1.0000
8.5038,3.8743,1.0000
2.0351,6.8909,1.0000
7.7250,5.5626,1.0000
7.6098,3.3321,1.0000
2.3474,8.8616,0.0000
1.1087,0.9565,0.0000
11.0733,0.0059,1.0000
10.6866,9.6098,1.0000
6.9588,3.1014,1.0000
2.7001,4.9204,0.0000
4.3703,5.4398,1.0000
7.1120,8.4184,1.0000
0.7527,2.2295,0.0000
3.8638,7.6358,1.0000
4.3422,10.1980,1.0000
8.8701,7.6225,1.0000
2.8709,0.7210,0.0000
8.6208,6.4772,1.0000
5.8030,0.4031,0.0000
2.2481,9.8671,1.0000
1.1952,3.0319,0.0000
4.0619,5.7747,0.0000
8.1613,7.2092,1.0000
5.3096,6.8389,1.0000
11.2636,9.9674,1.0000
7.5750,9.5315,1.0000
0.1609,8.0471,0.0000
0.9207,7.9849,0.0000
5.9264,2.0785,0.0000
7.0642,6.7999,1.0000
6.6269,4.6814,1.0000
8.2228,1.8583,1.0000
3.2908,6.6206,1.0000
3.6429,6.0452,1.0000
2.6602,0.0000,0.0000
5.7631,8.7138,1.0000
2.2230,0.0000,0.0000
3.4551,2.7754,0.0000
6.6072,0.8941,0.0000
8.2931,10.0023,1.0000
7.0816,1.6357,0.0000
6.1930,3.0805,0.0000
3.3291,0.1338,0.0000
11.3999,7.7415,1.0000
1.9410,0.4580,0.0000
2.6786,0.7843,0.0000
9.1296,10.6727,1.0000
2.5454,8.6593,1.0000
5.0876,9.1624,1.0000
3.3279,3.9968,0.0000
6.6149,5.6219,1.0000
2.4980,1.7038,0.0000
7.3034,3.5885,1.0000
3.0949,6.7969,1.0000
2.2809,1.2938,0.0000
6.4423,4.4229,1.0000
0.0760,1.1366,0.0000
4.3676,8.0366,1.0000
2.5709,3.1696,0.0000
2.6549,3.1120,0.0000
7.4073,0.2565,0.0000
8.1638,5.1373,1.0000
6.0924,8.7656,1.0000
1.7255,6.6464,0.0000
1.4042,3.7821,0.0000
3.6180,11.1671,1.0000
8.0943,7.4056,1.0000
4.8710,11.0267,1.0000
6.7133,6.5104,1.0000
5.4032,7.4388,1.0000
5.1686,5.4337,1.0000
4.1427,5.9585,0.0000
5.3243,8.6245,1.0000
1.0071,1.4588,0.0000
0.0000,3.5500,0.0000
8.6340,5.9048,1.0000
9.7989,9.3179,1.0000
4.6251,1.2607,0.0000
3.4040,6.9713,1.0000
2.1028,2.7873,0.0000
10.6074,8.7848,1.0000
7.3948,5.9232,1.0000
8.3711,1.8213,1.0000
2.9161,4.6181,0.0000
7.3309,6.0064,1.0000
6.9357,7.6335,1.0000
6.5247,8.8455,1.0000
6.6984,9.7963,1.0000
0.0000,7.5220,0.0000
6.2217,5.7098,1.0000
4.1343,8.7412,1.0000
1.7446,9.5455,1.0000
2.0274,7.7573,0.0000
0.3212,4.3960,0.0000
8.0163,2.3812,1.0000
6.0134,1.5769,0.0000
8.7049,5.7216,1.0000
1.2924,8.5790,1.0000
1.1647,10.4265,1.0000
6.1365,10.3033,1.0000
3.1824,5.8127,0.0000
3.2189,6.3558,1.0000
10.1149,2.7977,1.0000
4.7173,8.7026,1.0000
9.5722,3.6718,1.0000
8.2779,9.0653,1.0000
0.1982,6.9141,0.0000
5.5612,0.0000,0.0000
10.3296,5.5993,1.0000
8.1580,6.4010,1.0000
2.6506,4.6996,0.0000
5.0953,8.3197,1.0000
0.4013,0.0000,0.0000
2.9241,9.4096,1.0000
4.3152,6.3477,1.0000
6.4384,9.2685,1.0000
4.2229,6.5775,0.0000
1.4513,10.5196,1.0000
10.8380,6.5956,1.0000
1.3848,9.0558,0.0000
7.2908,8.6124,1.0000
2.8535,7.6362,0.0000
3.9461,0.0000,0.0000
4.8298,4.3321,1.0000
6.2285,6.5353,1.0000
11.2601,5.0791,1.0000
3.2117,0.4698,0.0000
3.7817,7.2855,1.0000
6.8740,1.7259,0.0000
5.3658,0.5533,0.0000
5.5668,6.5417,1.0000
0.0000,1.6863,0.0000
10.4596,8.3589,1.0000
10.0332,4.3692,1.0000
9.2355,10.1764,1.0000
0.0000,0.2940,0.0000
1.1651,7.1510,0.0000
0.9534,2.7301,0.0000
0.7500,4.0205,0.0000
3.0380,8.3197,1.0000
6.0352,6.7604,1.0000
4.8205,7.4828,1.0000
4.1300,6.9269,1.0000
6.1752,7.0108,1.0000
9.3418,1.1246,0.0000
6.6590,5.6635,1.0000
9.8880,7.7859,1.0000
1.5749,6.6080,0.0000
8.4307,9.2178,1.0000
10.3597,9.0841,1.0000
9.6700,0.0000,1.0000
1.9297,3.5288,0.0000
1.7073,5.2237,0.0000
2.7481,10.9137,1.0000
5.2242,5.1089,1.0000
8.8762,4.2435,1.0000
2.1367,0.1424,0.0000
3.6155,3.4214,0.0000
4.7167,7.1254,1.0000
4.0004,0.4539,0.0000
8.2979,5.6237,1.0000
5.8773,8.3426,1.0000
6.4262,2.6708,1.0000
10.2758,1.1118,1.0000
1.1546,4.6113,0.0000
7.2296,9.1121,1.0000
9.0056,4.9146,1.0000
5.6615,3.6011,1.0000
7.7560,0.0000,1.0000
6.0603,1.0176,0.0000
4.6419,0.9268,0.0000
10.5756,8.1600,1.0000
9.9257,3.5282,1.0000
7.7234,4.2419,1.0000
6.2906,6.4893,1.0000
3.3386,9.3091,1.0000
0.5231,3.8243,0.0000
7.5909,3.2417,1.0000
3.9695,7.0359,1.0000
9.9844,4.2194,1.0000
4.6848,3.9607,0.0000
5.6522,7.6631,1.0000
2.0583,0.0000,0.0000
1.7159,0.2160,0.0000
0.8532,3.5538,0.0000
2.5339,2.2240,0.0000
1.7363,8.0055,1.0000
4.3755,2.9730,0.0000
0.0000,8.4355,0.0000
3.1213,10.3955,1.0000
5.1638,7.3110,1.0000
10.1200,3.7929,1.0000
7.8589,1.7461,1.0000
9.1413,4.7399,1.0000
2.8405,3.4079,0.0000
9.6352,7.8809,1.0000
9.6454,5.3755,1.0000
6.3790,2.3039,0.0000
4.8511,4.0972,0.0000
6.0310,5.7836,1.0000
11.0010,9.4484,1.0000
2.3300,3.5267,0.0000
0.7812,8.6225,1.0000
1.3037,4.4625,0.0000
3.9582,1.3282,0.0000
3.1429,7.4620,1.0000
9.7011,5.6770,1.0000
6.3449,4.9816,1.0000
2.8611,0.6411,0.0000
4.2031,2.2827,0.0000
7.6092,2.8632,1.0000
4.6339,6.9524,1.0000
4.0061,3.2265,0.0000
9.6460,6.4826,1.0000
3.9889,4.7840,0.0000
3.4118,7.7143,1.0000
6.5415,5.4632,1.0000
8.2380,8.9707,1.0000
4.1086,2.3504,0.0000
1.1564,3.3080,0.0000
5.5851,8.7740,1.0000
9.4894,7.0832,1.0000
4.7039,6.0222,1.0000
8.1702,0.8545,1.0000
2.7262,0.0000,0.0000
0.9229,7.1297,0.0000
2.0529,8.5302,0.0000
7.6200,6.6141,1.0000
5.7498,6.9379,1.0000
6.8257,2.0986,0.0000
5.5519,4.4269,1.0000
9.8742,4.7427,1.0000
2.7229,3.3874,0.0000
0.0000,6.0950,0.0000
0.1000,6.2874,0.0000
10.8846,5.5268,1.0000
2.7589,9.4686,1.0000
9.1422,3.9006,1.0000
8.1463,0.4684,1.0000
3.8836,0.9980,0.0000
0.8769,5.5753,0.0000
4.9579,7.2474,1.0000
10.0252,2.9975,1.0000
6.8309,8.4313,1.0000
7.0824,4.7816,1.0000
7.4448,6.5002,1.0000
10.1824,5.1242,1.0000
7.5195,1.8749,1.0000
7.1709,0.0000,0.0000
3.6600,2.8898,0.0000
2.2953,3.9890,0.0000
8.8510,2.9112,1.0000
8.7370,4.6670,1.0000
6.6123,1.4421,0.0000
5.1843,2.5912,0.0000
1.5000,6.8618,0.0000
1.5232,9.3548,0.0000
6.4388,7.6661,1.0000
7.8792,6.2143,1.0000
4.6912,1.6278,0.0000
5.7821,4.1344,0.0000
10.1912,0.5067,1.0000
8.7130,2.9428,1.0000
9.7114,5.6210,1.0000
2.9107,1.1172,0.0000
8.0593,1.7423,1.0000
7.0070,9.1207,1.0000
8.4083,2.5730,1.0000
6.1518,9.2966,1.0000
0.9503,2.7353,0.0000
0.8236,8.3466,0.0000
0.0000,0.3013,0.0000
0.7102,0.7767,0.0000
5.4415,0.0000,0.0000
5.6474,2.1358,0.0000
9.6124,8.7000,1.0000
9.9556,5.2865,1.0000
10.3000,0.5484,1.0000
8.0003,5.8312,1.0000
0.1134,5.1351,0.0000
5.2206,8.6762,1.0000
5.7118,0.0000,0.0000
3.5279,3.1954,0.0000
5.2410,5.1570,1.0000
7.9834,4.1341,1.0000
0.0000,6.7961,0.0000
11.0888,2.4167,1.0000
2.1619,9.5870,1.0000
6.6220,5.7171,1.0000
3.3636,3.9205,0.0000
4.9579,4.6451,1.0000
5.6676,9.4336,1.0000
0.6641,4.9885,0.0000
3.1008,7.8061,1.0000
8.5519,0.9077,1.0000
3.5659,1.6203,0.0000
3.6209,8.6847,1.0000
4.0417,0.8865,0.0000
1.3892,0.0000,0.0000
10.6488,8.4153,1.0000
4.4714,4.7020,1.0000
0.1772,6.0104,0.0000
3.0768,1.4435,0.0000
7.9725,4.3522,1.0000
7.0527,0.4106,0.0000
9.3896,1.8606,1.0000
5.7364,2.8017,0.0000
1.8297,1.6794,0.0000
0.6372,7.2872,0.0000
1.9381,6.2852,0.0000
0.8354,1.3749,0.0000
0.8173,4.6922,0.0000
5.6405,9.4120,1.0000
8.1559,9.4061,1.0000
0.6301,3.9554,0.0000
4.6184,1.6015,0.0000
1.5167,4.9428,0.0000
3.5016,6.9521,1.0000
4.3308,4.8523,0.0000
5.5263,6.1584,1.0000
0.4037,2.1101,0.0000
4.4581,3.5885,0.0000
4.2154,4.8200,0.0000
4.6372,8.7684,1.0000
6.1134,0.0000,0.0000
6.3573,1.1059,0.0000
0.0000,3.4294,0.0000
5.2411,9.3273,1.0000
1.2153,6.4455,0.0000
3.4031,8.1192,1.0000
4.6613,10.9412,1.0000
0.2113,1.1673,0.0000
3.6112,9.6547,1.0000
5.9112,10.1978,1.0000
0.0000,2.5318,0.0000
3.8126,4.5321,0.0000
1.8119,3.6932,0.0000
4.3781,8.6752,0.0000
0.1041,8.2134,0.0000
0.5335,7.3816,0.0000
10.8992,0.0000,1.0000
9.1748,2.1053,1.0000
8.2859,0.0000,1.0000
4.9307,3.5994,1.0000
10.1453,3.0212,1.0000
4.3385,4.9939,0.0000
0.8634,4.1464,0.0000
0.5999,1.8066,0.0000
3.6250,0.8989,0.0000
8.2888,7.9900,1.0000
5.3127,4.5756,0.0000
3.4490,5.7066,1.0000
0.9255,6.3865,0.0000
5.6716,0.0000,0.0000
2.1261,5.2588,0.0000
8.5944,6.7620,1.0000
2.0908,4.2106,0.0000
